NYT19981018.0084::23 NYT19981018.0084::24 1.0
NYT19981007.0302::82 NYT19981007.0302::91 1.0
NYT19981024.0043::10 NYT19981007.0302::91 1.0
NYT19981007.0302::166 NYT19981007.0302::91 1.0
NYT19981024.0043::21 NYT19981007.0302::91 1.0
NYT19981024.0043::18 NYT19981007.0302::91 1.0
NYT19981024.0043::32 NYT19981007.0302::91 1.0
NYT19981007.0302::186 NYT19981007.0302::91 1.0
NYT19981024.0043::26 NYT19981007.0302::91 1.0
NYT19981024.0043::27 NYT19981007.0302::91 1.0
NYT19981018.0089::12 NYT19981007.0302::91 1.0
NYT19981007.0302::104 NYT19981007.0302::91 1.0
NYT19981024.0043::9 NYT19981007.0302::91 1.0
NYT19981024.0043::7 NYT19981007.0302::91 1.0
NYT19981024.0043::1 NYT19981007.0302::91 1.0
NYT19981007.0302::123 NYT19981007.0302::91 1.0
NYT19981018.0091::44 NYT19981007.0302::91 1.0
NYT19981024.0043::22 NYT19981007.0302::92 1.0
NYT19981024.0043::33 NYT19981007.0302::92 1.0
NYT19981018.0084::24 NYT19981007.0302::92 1.0
NYT19981018.0084::22 NYT19981007.0302::92 1.0
NYT19981018.0089::4 NYT19981007.0302::92 1.0
NYT19981024.0043::23 NYT19981007.0302::92 1.0
NYT19981024.0043::29 NYT19981007.0302::92 1.0
NYT19981007.0302::37 NYT19981007.0302::92 1.0
NYT19981024.0043::0 NYT19981007.0302::92 1.0
NYT19981018.0091::42 NYT19981007.0302::92 1.0
NYT19981018.0089::8 NYT19981007.0302::92 1.0
NYT19981007.0302::91 NYT19981007.0302::92 1.0
NYT19981007.0302::80 NYT19981007.0302::92 1.0
NYT19981007.0302::82 NYT19981007.0302::92 1.0
NYT19981024.0043::10 NYT19981007.0302::92 1.0
NYT19981007.0302::166 NYT19981007.0302::92 1.0
NYT19981024.0043::21 NYT19981007.0302::92 1.0
NYT19981024.0043::18 NYT19981007.0302::92 1.0
NYT19981024.0043::32 NYT19981007.0302::92 1.0
NYT19981007.0302::186 NYT19981007.0302::92 1.0
NYT19981024.0043::26 NYT19981007.0302::92 1.0
NYT19981024.0043::27 NYT19981007.0302::92 1.0
NYT19981018.0089::12 NYT19981007.0302::92 1.0
NYT19981007.0302::104 NYT19981007.0302::92 1.0
NYT19981024.0043::9 NYT19981007.0302::92 1.0
NYT19981024.0043::7 NYT19981007.0302::92 1.0
NYT19981024.0043::1 NYT19981007.0302::92 1.0
NYT19981007.0302::123 NYT19981007.0302::92 1.0
NYT19981018.0091::44 NYT19981007.0302::92 1.0
NYT19981007.0302::140 NYT19981007.0302::141 1.0
NYT19981007.0302::38 NYT19981007.0302::143 1.0
NYT19981018.0091::8 NYT19981007.0302::143 1.0
NYT19981007.0302::145 NYT19981007.0302::143 1.0
NYT19981007.0302::144 NYT19981007.0302::143 1.0
NYT19981007.0302::45 NYT19981007.0302::143 1.0
NYT19981007.0302::38 NYT19981007.0302::145 1.0
NYT19981018.0091::8 NYT19981007.0302::145 1.0
NYT19981007.0302::143 NYT19981007.0302::145 1.0
NYT19981007.0302::144 NYT19981007.0302::145 1.0
NYT19981007.0302::45 NYT19981007.0302::145 1.0
NYT19981007.0302::38 NYT19981007.0302::144 1.0
NYT19981018.0091::8 NYT19981007.0302::144 1.0
NYT19981007.0302::143 NYT19981007.0302::144 1.0
NYT19981007.0302::145 NYT19981007.0302::144 1.0
NYT19981007.0302::45 NYT19981007.0302::144 1.0
NYT19981024.0043::22 NYT19981007.0302::80 1.0
NYT19981024.0043::33 NYT19981007.0302::80 1.0
NYT19981018.0084::24 NYT19981007.0302::80 1.0
NYT19981018.0084::22 NYT19981007.0302::80 1.0
NYT19981018.0089::4 NYT19981007.0302::80 1.0
NYT19981024.0043::23 NYT19981007.0302::80 1.0
NYT19981024.0043::29 NYT19981007.0302::80 1.0
NYT19981007.0302::37 NYT19981007.0302::80 1.0
NYT19981024.0043::0 NYT19981007.0302::80 1.0
NYT19981018.0091::42 NYT19981007.0302::80 1.0
NYT19981018.0089::8 NYT19981007.0302::80 1.0
NYT19981007.0302::91 NYT19981007.0302::80 1.0
NYT19981007.0302::92 NYT19981007.0302::80 1.0
NYT19981007.0302::82 NYT19981007.0302::80 1.0
NYT19981024.0043::10 NYT19981007.0302::80 1.0
NYT19981007.0302::166 NYT19981007.0302::80 1.0
NYT19981024.0043::21 NYT19981007.0302::80 1.0
NYT19981024.0043::18 NYT19981007.0302::80 1.0
NYT19981024.0043::32 NYT19981007.0302::80 1.0
NYT19981007.0302::186 NYT19981007.0302::80 1.0
NYT19981024.0043::26 NYT19981007.0302::80 1.0
NYT19981024.0043::27 NYT19981007.0302::80 1.0
NYT19981018.0089::12 NYT19981007.0302::80 1.0
NYT19981007.0302::104 NYT19981007.0302::80 1.0
NYT19981024.0043::9 NYT19981007.0302::80 1.0
NYT19981024.0043::7 NYT19981007.0302::80 1.0
NYT19981024.0043::1 NYT19981007.0302::80 1.0
NYT19981007.0302::123 NYT19981007.0302::80 1.0
NYT19981018.0091::44 NYT19981007.0302::80 1.0
NYT19981024.0043::22 NYT19981007.0302::82 1.0
NYT19981024.0043::33 NYT19981007.0302::82 1.0
NYT19981018.0084::24 NYT19981007.0302::82 1.0
NYT19981018.0084::22 NYT19981007.0302::82 1.0
NYT19981018.0089::4 NYT19981007.0302::82 1.0
NYT19981024.0043::23 NYT19981007.0302::82 1.0
NYT19981024.0043::29 NYT19981007.0302::82 1.0
NYT19981007.0302::37 NYT19981007.0302::82 1.0
NYT19981024.0043::0 NYT19981007.0302::82 1.0
NYT19981018.0091::42 NYT19981007.0302::82 1.0
NYT19981018.0089::8 NYT19981007.0302::82 1.0
NYT19981007.0302::91 NYT19981007.0302::82 1.0
NYT19981007.0302::92 NYT19981007.0302::82 1.0
NYT19981007.0302::80 NYT19981007.0302::82 1.0
NYT19981024.0043::10 NYT19981007.0302::82 1.0
NYT19981007.0302::166 NYT19981007.0302::82 1.0
NYT19981024.0043::21 NYT19981007.0302::82 1.0
NYT19981024.0043::18 NYT19981007.0302::82 1.0
NYT19981024.0043::32 NYT19981007.0302::82 1.0
NYT19981007.0302::186 NYT19981007.0302::82 1.0
NYT19981024.0043::26 NYT19981007.0302::82 1.0
NYT19981024.0043::27 NYT19981007.0302::82 1.0
NYT19981018.0089::12 NYT19981007.0302::82 1.0
NYT19981007.0302::104 NYT19981007.0302::82 1.0
NYT19981024.0043::9 NYT19981007.0302::82 1.0
NYT19981024.0043::7 NYT19981007.0302::82 1.0
NYT19981024.0043::1 NYT19981007.0302::82 1.0
NYT19981007.0302::123 NYT19981007.0302::82 1.0
NYT19981018.0091::44 NYT19981007.0302::82 1.0
NYT19981007.0302::40 NYT19981007.0302::78 1.0
NYT19981024.0043::9 NYT19981024.0043::12 1.0
NYT19981018.0091::34 NYT19981024.0043::12 1.0
NYT19981024.0043::10 NYT19981024.0043::12 1.0
NYT19981018.0091::35 NYT19981024.0043::12 1.0
NYT19981024.0043::9 NYT19981024.0043::10 1.0
NYT19981018.0091::34 NYT19981024.0043::10 1.0
NYT19981024.0043::12 NYT19981024.0043::10 1.0
NYT19981018.0091::35 NYT19981024.0043::10 1.0
NYT19981024.0043::22 NYT19981024.0043::10 1.0
NYT19981024.0043::33 NYT19981024.0043::10 1.0
NYT19981018.0084::24 NYT19981024.0043::10 1.0
NYT19981018.0084::22 NYT19981024.0043::10 1.0
NYT19981018.0089::4 NYT19981024.0043::10 1.0
NYT19981024.0043::23 NYT19981024.0043::10 1.0
NYT19981024.0043::29 NYT19981024.0043::10 1.0
NYT19981007.0302::37 NYT19981024.0043::10 1.0
NYT19981024.0043::0 NYT19981024.0043::10 1.0
NYT19981018.0091::42 NYT19981024.0043::10 1.0
NYT19981018.0089::8 NYT19981024.0043::10 1.0
NYT19981007.0302::91 NYT19981024.0043::10 1.0
NYT19981007.0302::92 NYT19981024.0043::10 1.0
NYT19981007.0302::80 NYT19981024.0043::10 1.0
NYT19981007.0302::82 NYT19981024.0043::10 1.0
NYT19981007.0302::166 NYT19981024.0043::10 1.0
NYT19981024.0043::21 NYT19981024.0043::10 1.0
NYT19981024.0043::18 NYT19981024.0043::10 1.0
NYT19981024.0043::32 NYT19981024.0043::10 1.0
NYT19981007.0302::186 NYT19981024.0043::10 1.0
NYT19981024.0043::26 NYT19981024.0043::10 1.0
NYT19981024.0043::27 NYT19981024.0043::10 1.0
NYT19981018.0089::12 NYT19981024.0043::10 1.0
NYT19981007.0302::104 NYT19981024.0043::10 1.0
NYT19981024.0043::9 NYT19981024.0043::10 1.0
NYT19981024.0043::7 NYT19981024.0043::10 1.0
NYT19981024.0043::1 NYT19981024.0043::10 1.0
NYT19981007.0302::123 NYT19981024.0043::10 1.0
NYT19981018.0091::44 NYT19981024.0043::10 1.0
NYT19981024.0043::22 NYT19981007.0302::166 1.0
NYT19981024.0043::33 NYT19981007.0302::166 1.0
NYT19981018.0084::24 NYT19981007.0302::166 1.0
NYT19981018.0084::22 NYT19981007.0302::166 1.0
NYT19981018.0089::4 NYT19981007.0302::166 1.0
NYT19981024.0043::23 NYT19981007.0302::166 1.0
NYT19981024.0043::29 NYT19981007.0302::166 1.0
NYT19981007.0302::37 NYT19981007.0302::166 1.0
NYT19981024.0043::0 NYT19981007.0302::166 1.0
NYT19981018.0091::42 NYT19981007.0302::166 1.0
NYT19981018.0089::8 NYT19981007.0302::166 1.0
NYT19981007.0302::91 NYT19981007.0302::166 1.0
NYT19981007.0302::92 NYT19981007.0302::166 1.0
NYT19981007.0302::80 NYT19981007.0302::166 1.0
NYT19981007.0302::82 NYT19981007.0302::166 1.0
NYT19981024.0043::10 NYT19981007.0302::166 1.0
NYT19981024.0043::21 NYT19981007.0302::166 1.0
NYT19981024.0043::18 NYT19981007.0302::166 1.0
NYT19981024.0043::32 NYT19981007.0302::166 1.0
NYT19981007.0302::186 NYT19981007.0302::166 1.0
NYT19981024.0043::26 NYT19981007.0302::166 1.0
NYT19981024.0043::27 NYT19981007.0302::166 1.0
NYT19981018.0089::12 NYT19981007.0302::166 1.0
NYT19981007.0302::104 NYT19981007.0302::166 1.0
NYT19981024.0043::9 NYT19981007.0302::166 1.0
NYT19981024.0043::7 NYT19981007.0302::166 1.0
NYT19981024.0043::1 NYT19981007.0302::166 1.0
NYT19981007.0302::123 NYT19981007.0302::166 1.0
NYT19981018.0091::44 NYT19981007.0302::166 1.0
NYT19981007.0302::65 NYT19981007.0302::64 1.0
NYT19981007.0302::60 NYT19981007.0302::64 1.0
NYT19981007.0302::57 NYT19981007.0302::64 1.0
NYT19981007.0302::56 NYT19981007.0302::64 1.0
NYT19981007.0302::64 NYT19981007.0302::65 1.0
NYT19981007.0302::60 NYT19981007.0302::65 1.0
NYT19981007.0302::57 NYT19981007.0302::65 1.0
NYT19981007.0302::56 NYT19981007.0302::65 1.0
NYT19981024.0043::22 NYT19981024.0043::21 1.0
NYT19981024.0043::33 NYT19981024.0043::21 1.0
NYT19981018.0084::24 NYT19981024.0043::21 1.0
NYT19981018.0084::22 NYT19981024.0043::21 1.0
NYT19981018.0089::4 NYT19981024.0043::21 1.0
NYT19981024.0043::23 NYT19981024.0043::21 1.0
NYT19981024.0043::29 NYT19981024.0043::21 1.0
NYT19981007.0302::37 NYT19981024.0043::21 1.0
NYT19981024.0043::0 NYT19981024.0043::21 1.0
NYT19981018.0091::42 NYT19981024.0043::21 1.0
NYT19981018.0089::8 NYT19981024.0043::21 1.0
NYT19981007.0302::91 NYT19981024.0043::21 1.0
NYT19981007.0302::92 NYT19981024.0043::21 1.0
NYT19981007.0302::80 NYT19981024.0043::21 1.0
NYT19981007.0302::82 NYT19981024.0043::21 1.0
NYT19981024.0043::10 NYT19981024.0043::21 1.0
NYT19981007.0302::166 NYT19981024.0043::21 1.0
NYT19981024.0043::18 NYT19981024.0043::21 1.0
NYT19981024.0043::32 NYT19981024.0043::21 1.0
NYT19981007.0302::186 NYT19981024.0043::21 1.0
NYT19981024.0043::26 NYT19981024.0043::21 1.0
NYT19981024.0043::27 NYT19981024.0043::21 1.0
NYT19981018.0089::12 NYT19981024.0043::21 1.0
NYT19981007.0302::104 NYT19981024.0043::21 1.0
NYT19981024.0043::9 NYT19981024.0043::21 1.0
NYT19981024.0043::7 NYT19981024.0043::21 1.0
NYT19981024.0043::1 NYT19981024.0043::21 1.0
NYT19981007.0302::123 NYT19981024.0043::21 1.0
NYT19981018.0091::44 NYT19981024.0043::21 1.0
NYT19981007.0302::64 NYT19981007.0302::60 1.0
NYT19981007.0302::65 NYT19981007.0302::60 1.0
NYT19981007.0302::57 NYT19981007.0302::60 1.0
NYT19981007.0302::56 NYT19981007.0302::60 1.0
NYT19981024.0043::22 NYT19981024.0043::18 1.0
NYT19981024.0043::33 NYT19981024.0043::18 1.0
NYT19981018.0084::24 NYT19981024.0043::18 1.0
NYT19981018.0084::22 NYT19981024.0043::18 1.0
NYT19981018.0089::4 NYT19981024.0043::18 1.0
NYT19981024.0043::23 NYT19981024.0043::18 1.0
NYT19981024.0043::29 NYT19981024.0043::18 1.0
NYT19981007.0302::37 NYT19981024.0043::18 1.0
NYT19981024.0043::0 NYT19981024.0043::18 1.0
NYT19981018.0091::42 NYT19981024.0043::18 1.0
NYT19981018.0089::8 NYT19981024.0043::18 1.0
NYT19981007.0302::91 NYT19981024.0043::18 1.0
NYT19981007.0302::92 NYT19981024.0043::18 1.0
NYT19981007.0302::80 NYT19981024.0043::18 1.0
NYT19981007.0302::82 NYT19981024.0043::18 1.0
NYT19981024.0043::10 NYT19981024.0043::18 1.0
NYT19981007.0302::166 NYT19981024.0043::18 1.0
NYT19981024.0043::21 NYT19981024.0043::18 1.0
NYT19981024.0043::32 NYT19981024.0043::18 1.0
NYT19981007.0302::186 NYT19981024.0043::18 1.0
NYT19981024.0043::26 NYT19981024.0043::18 1.0
NYT19981024.0043::27 NYT19981024.0043::18 1.0
NYT19981018.0089::12 NYT19981024.0043::18 1.0
NYT19981007.0302::104 NYT19981024.0043::18 1.0
NYT19981024.0043::9 NYT19981024.0043::18 1.0
NYT19981024.0043::7 NYT19981024.0043::18 1.0
NYT19981024.0043::1 NYT19981024.0043::18 1.0
NYT19981007.0302::123 NYT19981024.0043::18 1.0
NYT19981018.0091::44 NYT19981024.0043::18 1.0
NYT19981018.0089::38 NYT19981018.0089::43 1.0
NYT19981007.0302::64 NYT19981007.0302::57 1.0
NYT19981007.0302::65 NYT19981007.0302::57 1.0
NYT19981007.0302::60 NYT19981007.0302::57 1.0
NYT19981007.0302::56 NYT19981007.0302::57 1.0
NYT19981018.0089::39 NYT19981018.0089::42 1.0
NYT19981018.0089::30 NYT19981018.0089::42 1.0
NYT19981018.0089::28 NYT19981018.0089::42 1.0
NYT19981018.0089::21 NYT19981018.0089::42 1.0
NYT19981018.0089::38 NYT19981018.0089::42 1.0
NYT19981024.0043::22 NYT19981024.0043::32 1.0
NYT19981024.0043::33 NYT19981024.0043::32 1.0
NYT19981018.0084::24 NYT19981024.0043::32 1.0
NYT19981018.0084::22 NYT19981024.0043::32 1.0
NYT19981018.0089::4 NYT19981024.0043::32 1.0
NYT19981024.0043::23 NYT19981024.0043::32 1.0
NYT19981024.0043::29 NYT19981024.0043::32 1.0
NYT19981007.0302::37 NYT19981024.0043::32 1.0
NYT19981024.0043::0 NYT19981024.0043::32 1.0
NYT19981018.0091::42 NYT19981024.0043::32 1.0
NYT19981018.0089::8 NYT19981024.0043::32 1.0
NYT19981007.0302::91 NYT19981024.0043::32 1.0
NYT19981007.0302::92 NYT19981024.0043::32 1.0
NYT19981007.0302::80 NYT19981024.0043::32 1.0
NYT19981007.0302::82 NYT19981024.0043::32 1.0
NYT19981024.0043::10 NYT19981024.0043::32 1.0
NYT19981007.0302::166 NYT19981024.0043::32 1.0
NYT19981024.0043::21 NYT19981024.0043::32 1.0
NYT19981024.0043::18 NYT19981024.0043::32 1.0
NYT19981007.0302::186 NYT19981024.0043::32 1.0
NYT19981024.0043::26 NYT19981024.0043::32 1.0
NYT19981024.0043::27 NYT19981024.0043::32 1.0
NYT19981018.0089::12 NYT19981024.0043::32 1.0
NYT19981007.0302::104 NYT19981024.0043::32 1.0
NYT19981024.0043::9 NYT19981024.0043::32 1.0
NYT19981024.0043::7 NYT19981024.0043::32 1.0
NYT19981024.0043::1 NYT19981024.0043::32 1.0
NYT19981007.0302::123 NYT19981024.0043::32 1.0
NYT19981018.0091::44 NYT19981024.0043::32 1.0
NYT19981024.0043::22 NYT19981007.0302::186 1.0
NYT19981024.0043::33 NYT19981007.0302::186 1.0
NYT19981018.0084::24 NYT19981007.0302::186 1.0
NYT19981018.0084::22 NYT19981007.0302::186 1.0
NYT19981018.0089::4 NYT19981007.0302::186 1.0
NYT19981024.0043::23 NYT19981007.0302::186 1.0
NYT19981024.0043::29 NYT19981007.0302::186 1.0
NYT19981007.0302::37 NYT19981007.0302::186 1.0
NYT19981024.0043::0 NYT19981007.0302::186 1.0
NYT19981018.0091::42 NYT19981007.0302::186 1.0
NYT19981018.0089::8 NYT19981007.0302::186 1.0
NYT19981007.0302::91 NYT19981007.0302::186 1.0
NYT19981007.0302::92 NYT19981007.0302::186 1.0
NYT19981007.0302::80 NYT19981007.0302::186 1.0
NYT19981007.0302::82 NYT19981007.0302::186 1.0
NYT19981024.0043::10 NYT19981007.0302::186 1.0
NYT19981007.0302::166 NYT19981007.0302::186 1.0
NYT19981024.0043::21 NYT19981007.0302::186 1.0
NYT19981024.0043::18 NYT19981007.0302::186 1.0
NYT19981024.0043::32 NYT19981007.0302::186 1.0
NYT19981024.0043::26 NYT19981007.0302::186 1.0
NYT19981024.0043::27 NYT19981007.0302::186 1.0
NYT19981018.0089::12 NYT19981007.0302::186 1.0
NYT19981007.0302::104 NYT19981007.0302::186 1.0
NYT19981024.0043::9 NYT19981007.0302::186 1.0
NYT19981024.0043::7 NYT19981007.0302::186 1.0
NYT19981024.0043::1 NYT19981007.0302::186 1.0
NYT19981007.0302::123 NYT19981007.0302::186 1.0
NYT19981018.0091::44 NYT19981007.0302::186 1.0
NYT19981024.0043::22 NYT19981024.0043::26 1.0
NYT19981024.0043::33 NYT19981024.0043::26 1.0
NYT19981018.0084::24 NYT19981024.0043::26 1.0
NYT19981018.0084::22 NYT19981024.0043::26 1.0
NYT19981018.0089::4 NYT19981024.0043::26 1.0
NYT19981024.0043::23 NYT19981024.0043::26 1.0
NYT19981024.0043::29 NYT19981024.0043::26 1.0
NYT19981007.0302::37 NYT19981024.0043::26 1.0
NYT19981024.0043::0 NYT19981024.0043::26 1.0
NYT19981018.0091::42 NYT19981024.0043::26 1.0
NYT19981018.0089::8 NYT19981024.0043::26 1.0
NYT19981007.0302::91 NYT19981024.0043::26 1.0
NYT19981007.0302::92 NYT19981024.0043::26 1.0
NYT19981007.0302::80 NYT19981024.0043::26 1.0
NYT19981007.0302::82 NYT19981024.0043::26 1.0
NYT19981024.0043::10 NYT19981024.0043::26 1.0
NYT19981007.0302::166 NYT19981024.0043::26 1.0
NYT19981024.0043::21 NYT19981024.0043::26 1.0
NYT19981024.0043::18 NYT19981024.0043::26 1.0
NYT19981024.0043::32 NYT19981024.0043::26 1.0
NYT19981007.0302::186 NYT19981024.0043::26 1.0
NYT19981024.0043::27 NYT19981024.0043::26 1.0
NYT19981018.0089::12 NYT19981024.0043::26 1.0
NYT19981007.0302::104 NYT19981024.0043::26 1.0
NYT19981024.0043::9 NYT19981024.0043::26 1.0
NYT19981024.0043::7 NYT19981024.0043::26 1.0
NYT19981024.0043::1 NYT19981024.0043::26 1.0
NYT19981007.0302::123 NYT19981024.0043::26 1.0
NYT19981018.0091::44 NYT19981024.0043::26 1.0
NYT19981024.0043::22 NYT19981024.0043::27 1.0
NYT19981024.0043::33 NYT19981024.0043::27 1.0
NYT19981018.0084::24 NYT19981024.0043::27 1.0
NYT19981018.0084::22 NYT19981024.0043::27 1.0
NYT19981018.0089::4 NYT19981024.0043::27 1.0
NYT19981024.0043::23 NYT19981024.0043::27 1.0
NYT19981024.0043::29 NYT19981024.0043::27 1.0
NYT19981007.0302::37 NYT19981024.0043::27 1.0
NYT19981024.0043::0 NYT19981024.0043::27 1.0
NYT19981018.0091::42 NYT19981024.0043::27 1.0
NYT19981018.0089::8 NYT19981024.0043::27 1.0
NYT19981007.0302::91 NYT19981024.0043::27 1.0
NYT19981007.0302::92 NYT19981024.0043::27 1.0
NYT19981007.0302::80 NYT19981024.0043::27 1.0
NYT19981007.0302::82 NYT19981024.0043::27 1.0
NYT19981024.0043::10 NYT19981024.0043::27 1.0
NYT19981007.0302::166 NYT19981024.0043::27 1.0
NYT19981024.0043::21 NYT19981024.0043::27 1.0
NYT19981024.0043::18 NYT19981024.0043::27 1.0
NYT19981024.0043::32 NYT19981024.0043::27 1.0
NYT19981007.0302::186 NYT19981024.0043::27 1.0
NYT19981024.0043::26 NYT19981024.0043::27 1.0
NYT19981018.0089::12 NYT19981024.0043::27 1.0
NYT19981007.0302::104 NYT19981024.0043::27 1.0
NYT19981024.0043::9 NYT19981024.0043::27 1.0
NYT19981024.0043::7 NYT19981024.0043::27 1.0
NYT19981024.0043::1 NYT19981024.0043::27 1.0
NYT19981007.0302::123 NYT19981024.0043::27 1.0
NYT19981018.0091::44 NYT19981024.0043::27 1.0
NYT19981007.0302::196 NYT19981007.0302::48 1.0
NYT19981007.0302::114 NYT19981007.0302::48 1.0
NYT19981007.0302::115 NYT19981007.0302::48 1.0
NYT19981007.0302::3 NYT19981007.0302::48 1.0
NYT19981007.0302::118 NYT19981007.0302::48 1.0
NYT19981018.0089::30 NYT19981018.0089::37 1.0
NYT19981018.0091::0 NYT19981018.0089::37 1.0
NYT19981018.0089::31 NYT19981018.0089::37 1.0
NYT19981018.0091::39 NYT19981018.0089::37 1.0
NYT19981018.0091::4 NYT19981018.0089::37 1.0
NYT19981018.0091::1 NYT19981018.0089::37 1.0
NYT19981018.0091::2 NYT19981018.0089::37 1.0
NYT19981018.0089::42 NYT19981018.0089::39 1.0
NYT19981018.0089::30 NYT19981018.0089::39 1.0
NYT19981018.0089::28 NYT19981018.0089::39 1.0
NYT19981018.0089::21 NYT19981018.0089::39 1.0
NYT19981018.0089::38 NYT19981018.0089::39 1.0
NYT19981007.0302::38 NYT19981007.0302::45 1.0
NYT19981018.0091::8 NYT19981007.0302::45 1.0
NYT19981007.0302::143 NYT19981007.0302::45 1.0
NYT19981007.0302::145 NYT19981007.0302::45 1.0
NYT19981007.0302::144 NYT19981007.0302::45 1.0
NYT19981018.0089::30 NYT19981018.0089::31 1.0
NYT19981018.0091::0 NYT19981018.0089::31 1.0
NYT19981018.0089::37 NYT19981018.0089::31 1.0
NYT19981018.0091::39 NYT19981018.0089::31 1.0
NYT19981018.0091::4 NYT19981018.0089::31 1.0
NYT19981018.0091::1 NYT19981018.0089::31 1.0
NYT19981018.0091::2 NYT19981018.0089::31 1.0
NYT19981024.0043::22 NYT19981018.0089::12 1.0
NYT19981024.0043::33 NYT19981018.0089::12 1.0
NYT19981018.0084::24 NYT19981018.0089::12 1.0
NYT19981018.0084::22 NYT19981018.0089::12 1.0
NYT19981018.0089::4 NYT19981018.0089::12 1.0
NYT19981024.0043::23 NYT19981018.0089::12 1.0
NYT19981024.0043::29 NYT19981018.0089::12 1.0
NYT19981007.0302::37 NYT19981018.0089::12 1.0
NYT19981024.0043::0 NYT19981018.0089::12 1.0
NYT19981018.0091::42 NYT19981018.0089::12 1.0
NYT19981018.0089::8 NYT19981018.0089::12 1.0
NYT19981007.0302::91 NYT19981018.0089::12 1.0
NYT19981007.0302::92 NYT19981018.0089::12 1.0
NYT19981007.0302::80 NYT19981018.0089::12 1.0
NYT19981007.0302::82 NYT19981018.0089::12 1.0
NYT19981024.0043::10 NYT19981018.0089::12 1.0
NYT19981007.0302::166 NYT19981018.0089::12 1.0
NYT19981024.0043::21 NYT19981018.0089::12 1.0
NYT19981024.0043::18 NYT19981018.0089::12 1.0
NYT19981024.0043::32 NYT19981018.0089::12 1.0
NYT19981007.0302::186 NYT19981018.0089::12 1.0
NYT19981024.0043::26 NYT19981018.0089::12 1.0
NYT19981024.0043::27 NYT19981018.0089::12 1.0
NYT19981007.0302::104 NYT19981018.0089::12 1.0
NYT19981024.0043::9 NYT19981018.0089::12 1.0
NYT19981024.0043::7 NYT19981018.0089::12 1.0
NYT19981024.0043::1 NYT19981018.0089::12 1.0
NYT19981007.0302::123 NYT19981018.0089::12 1.0
NYT19981018.0091::44 NYT19981018.0089::12 1.0
NYT19981007.0302::48 NYT19981007.0302::196 1.0
NYT19981007.0302::114 NYT19981007.0302::196 1.0
NYT19981007.0302::115 NYT19981007.0302::196 1.0
NYT19981007.0302::3 NYT19981007.0302::196 1.0
NYT19981007.0302::118 NYT19981007.0302::196 1.0
NYT19981018.0089::85 NYT19981018.0089::89 1.0
NYT19981018.0089::69 NYT19981018.0089::89 1.0
NYT19981018.0089::64 NYT19981018.0089::89 1.0
