"Topic"	"Peer"	"Length"	"Evaluator"	"Grade"	"TrueLength"	"LengthAwareGrade"
"M003"	"ID1"	250	"B"	4	250	4.00
"M003"	"ID1"	250	"C"	3	250	3.00
"M003"	"ID10"	250	"A"	3	240	3.00
"M003"	"ID10"	250	"B"	4	240	4.00
"M003"	"ID10"	250	"C"	2	240	2.00
"M003"	"ID2"	250	"A"	2	250	2.00
"M003"	"ID2"	250	"B"	5	250	5.00
"M003"	"ID2"	250	"C"	3	250	3.00
"M003"	"ID3"	250	"A"	3	217	2.71
"M003"	"ID3"	250	"B"	4	217	3.62
"M003"	"ID3"	250	"C"	3	217	2.71
"M003"	"ID4"	250	"A"	1	245	1.00
"M003"	"ID4"	250	"B"	2	245	2.00
"M003"	"ID4"	250	"C"	1	245	1.00
"M003"	"ID5"	250	"A"	1	245	1.00
"M003"	"ID5"	250	"B"	4	245	4.00
"M003"	"ID5"	250	"C"	1	245	1.00
"M003"	"ID6"	250	"A"	3	219	2.74
"M003"	"ID6"	250	"B"	5	219	4.56
"M003"	"ID6"	250	"C"	4	219	3.65
"M003"	"ID7"	250	"A"	1	250	1.00
"M003"	"ID7"	250	"B"	4	250	4.00
"M003"	"ID7"	250	"C"	1	250	1.00
"M003"	"ID8"	250	"A"	2	248	2.00
"M003"	"ID8"	250	"B"	3	248	3.00
"M003"	"ID8"	250	"C"	1	248	1.00
"M003"	"ID9"	250	"A"	2	249	2.00
"M003"	"ID9"	250	"B"	3	249	3.00
"M003"	"ID9"	250	"C"	1	249	1.00
"M004"	"ID1"	250	"A"	4	250	4.00
"M004"	"ID1"	250	"B"	4	250	4.00
"M004"	"ID1"	250	"C"	4	250	4.00
"M004"	"ID10"	250	"A"	3	245	3.00
"M004"	"ID10"	250	"B"	3	245	3.00
"M004"	"ID10"	250	"C"	5	245	5.00
"M004"	"ID2"	250	"A"	4	250	4.00
"M004"	"ID2"	250	"B"	5	250	5.00
"M004"	"ID2"	250	"C"	5	250	5.00
"M004"	"ID3"	250	"A"	4	227	3.78
"M004"	"ID3"	250	"B"	5	227	4.73
"M004"	"ID3"	250	"C"	5	227	4.73
"M004"	"ID4"	250	"A"	2	248	2.00
"M004"	"ID4"	250	"B"	4	248	4.00
"M004"	"ID4"	250	"C"	2	248	2.00
"M004"	"ID5"	250	"A"	3	233	2.91
"M004"	"ID5"	250	"B"	5	233	4.85
"M004"	"ID5"	250	"C"	3	233	2.91
"M004"	"ID6"	250	"A"	3	204	2.55
"M004"	"ID6"	250	"B"	4	204	3.40
"M004"	"ID6"	250	"C"	4	204	3.40
"M004"	"ID7"	250	"A"	2	250	2.00
"M004"	"ID7"	250	"B"	3	250	3.00
"M004"	"ID7"	250	"C"	3	250	3.00
"M004"	"ID8"	250	"A"	2	246	2.00
"M004"	"ID8"	250	"B"	5	246	5.00
"M004"	"ID8"	250	"C"	3	246	3.00
"M004"	"ID9"	250	"A"	2	249	2.00
"M004"	"ID9"	250	"B"	4	249	4.00
"M004"	"ID9"	250	"C"	1	249	1.00
"M005"	"ID1"	250	"A"	1	250	1.00
"M005"	"ID1"	250	"B"	5	250	5.00
"M005"	"ID1"	250	"C"	2	250	2.00
"M005"	"ID10"	250	"A"	3	245	3.00
"M005"	"ID10"	250	"B"	3	245	3.00
"M005"	"ID10"	250	"C"	3	245	3.00
"M005"	"ID2"	250	"A"	1	249	1.00
"M005"	"ID2"	250	"B"	5	249	5.00
"M005"	"ID2"	250	"C"	2	249	2.00
"M005"	"ID3"	250	"A"	2	213	1.78
"M005"	"ID3"	250	"B"	5	213	4.44
"M005"	"ID3"	250	"C"	2	213	1.78
"M005"	"ID4"	250	"A"	1	247	1.00
"M005"	"ID4"	250	"B"	3	247	3.00
"M005"	"ID4"	250	"C"	1	247	1.00
"M005"	"ID5"	250	"A"	1	238	0.99
"M005"	"ID5"	250	"B"	4	238	3.97
"M005"	"ID5"	250	"C"	2	238	1.98
"M005"	"ID6"	250	"A"	1	183	0.76
"M005"	"ID6"	250	"B"	4	183	3.05
"M005"	"ID6"	250	"C"	3	183	2.29
"M005"	"ID7"	250	"A"	1	250	1.00
"M005"	"ID7"	250	"B"	2	250	2.00
"M005"	"ID7"	250	"C"	3	250	3.00
"M005"	"ID8"	250	"A"	3	243	3.00
"M005"	"ID8"	250	"B"	5	243	5.00
"M005"	"ID8"	250	"C"	1	243	1.00
"M005"	"ID9"	250	"A"	3	249	3.00
"M005"	"ID9"	250	"B"	4	249	4.00
"M005"	"ID9"	250	"C"	1	249	1.00
"M006"	"ID1"	250	"A"	1	250	1.00
"M006"	"ID1"	250	"B"	3	250	3.00
"M006"	"ID1"	250	"C"	1	250	1.00
"M006"	"ID10"	250	"A"	3	241	3.00
"M006"	"ID10"	250	"B"	3	241	3.00
"M006"	"ID10"	250	"C"	4	241	4.00
"M006"	"ID2"	250	"A"	2	250	2.00
"M006"	"ID2"	250	"B"	4	250	4.00
"M006"	"ID2"	250	"C"	2	250	2.00
"M006"	"ID3"	250	"A"	3	213	2.66
"M006"	"ID3"	250	"B"	5	213	4.44
"M006"	"ID3"	250	"C"	2	213	1.78
"M006"	"ID4"	250	"A"	1	249	1.00
"M006"	"ID4"	250	"B"	3	249	3.00
"M006"	"ID4"	250	"C"	1	249	1.00
"M006"	"ID5"	250	"A"	2	230	1.92
"M006"	"ID5"	250	"B"	4	230	3.83
"M006"	"ID5"	250	"C"	1	230	0.96
"M006"	"ID6"	250	"A"	1	213	0.89
"M006"	"ID6"	250	"B"	3	213	2.66
"M006"	"ID6"	250	"C"	1	213	0.89
"M006"	"ID7"	250	"A"	1	231	0.96
"M006"	"ID7"	250	"B"	2	231	1.93
"M006"	"ID7"	250	"C"	2	231	1.93
"M006"	"ID8"	250	"A"	2	245	2.00
"M006"	"ID8"	250	"B"	4	245	4.00
"M006"	"ID8"	250	"C"	1	245	1.00
"M006"	"ID9"	250	"A"	3	249	3.00
"M006"	"ID9"	250	"B"	4	249	4.00
"M006"	"ID9"	250	"C"	2	249	2.00
"M007"	"ID1"	250	"A"	2	250	2.00
"M007"	"ID1"	250	"B"	4	250	4.00
"M007"	"ID1"	250	"C"	3	250	3.00
"M007"	"ID10"	250	"A"	2	240	2.00
"M007"	"ID10"	250	"B"	3	240	3.00
"M007"	"ID10"	250	"C"	4	240	4.00
"M007"	"ID2"	250	"A"	3	250	3.00
"M007"	"ID2"	250	"B"	5	250	5.00
"M007"	"ID2"	250	"C"	4	250	4.00
"M007"	"ID3"	250	"A"	3	228	2.85
"M007"	"ID3"	250	"B"	4	228	3.80
"M007"	"ID3"	250	"C"	5	228	4.75
"M007"	"ID4"	250	"A"	1	249	1.00
"M007"	"ID4"	250	"B"	4	249	4.00
"M007"	"ID4"	250	"C"	3	249	3.00
"M007"	"ID5"	250	"A"	2	229	1.91
"M007"	"ID5"	250	"B"	5	229	4.77
"M007"	"ID5"	250	"C"	3	229	2.86
"M007"	"ID6"	250	"A"	3	190	2.38
"M007"	"ID6"	250	"B"	4	190	3.17
"M007"	"ID6"	250	"C"	3	190	2.38
"M007"	"ID7"	250	"A"	1	250	1.00
"M007"	"ID7"	250	"B"	1	250	1.00
"M007"	"ID7"	250	"C"	2	250	2.00
"M007"	"ID8"	250	"A"	2	244	2.00
"M007"	"ID8"	250	"B"	4	244	4.00
"M007"	"ID8"	250	"C"	3	244	3.00
"M007"	"ID9"	250	"A"	3	249	3.00
"M007"	"ID9"	250	"B"	3	249	3.00
"M007"	"ID9"	250	"C"	1	249	1.00
"M008"	"ID1"	250	"A"	4	250	4.00
"M008"	"ID1"	250	"B"	5	250	5.00
"M008"	"ID1"	250	"C"	4	250	4.00
"M008"	"ID10"	250	"A"	3	240	3.00
"M008"	"ID10"	250	"B"	3	240	3.00
"M008"	"ID10"	250	"C"	3	240	3.00
"M008"	"ID2"	250	"A"	2	250	2.00
"M008"	"ID2"	250	"B"	5	250	5.00
"M008"	"ID2"	250	"C"	3	250	3.00
"M008"	"ID3"	250	"A"	3	213	2.66
"M008"	"ID3"	250	"B"	5	213	4.44
"M008"	"ID3"	250	"C"	4	213	3.55
"M008"	"ID4"	250	"A"	1	246	1.00
"M008"	"ID4"	250	"B"	5	246	5.00
"M008"	"ID4"	250	"C"	2	246	2.00
"M008"	"ID5"	250	"A"	1	223	0.93
"M008"	"ID5"	250	"B"	4	223	3.72
"M008"	"ID5"	250	"C"	3	223	2.79
"M008"	"ID6"	250	"A"	3	203	2.54
"M008"	"ID6"	250	"B"	3	203	2.54
"M008"	"ID6"	250	"C"	3	203	2.54
"M008"	"ID7"	250	"A"	3	250	3.00
"M008"	"ID7"	250	"B"	3	250	3.00
"M008"	"ID7"	250	"C"	3	250	3.00
"M008"	"ID8"	250	"A"	3	244	3.00
"M008"	"ID8"	250	"B"	4	244	4.00
"M008"	"ID8"	250	"C"	4	244	4.00
"M008"	"ID9"	250	"A"	4	249	4.00
"M008"	"ID9"	250	"B"	5	249	5.00
"M008"	"ID9"	250	"C"	3	249	3.00
"M009"	"ID1"	250	"A"	2	250	2.00
"M009"	"ID1"	250	"B"	4	250	4.00
"M009"	"ID1"	250	"C"	2	250	2.00
"M009"	"ID10"	250	"A"	4	240	4.00
"M009"	"ID10"	250	"B"	4	240	4.00
"M009"	"ID10"	250	"C"	2	240	2.00
"M009"	"ID2"	250	"A"	1	246	1.00
"M009"	"ID2"	250	"B"	4	246	4.00
"M009"	"ID2"	250	"C"	3	246	3.00
"M009"	"ID3"	250	"A"	2	214	1.78
"M009"	"ID3"	250	"B"	5	214	4.46
"M009"	"ID3"	250	"C"	3	214	2.68
"M009"	"ID4"	250	"A"	1	249	1.00
"M009"	"ID4"	250	"B"	4	249	4.00
"M009"	"ID4"	250	"C"	2	249	2.00
"M009"	"ID5"	250	"A"	3	235	2.94
"M009"	"ID5"	250	"B"	4	235	3.92
"M009"	"ID5"	250	"C"	2	235	1.96
"M009"	"ID6"	250	"A"	2	196	1.63
"M009"	"ID6"	250	"B"	4	196	3.27
"M009"	"ID6"	250	"C"	2	196	1.63
"M009"	"ID7"	250	"A"	1	250	1.00
"M009"	"ID7"	250	"B"	2	250	2.00
"M009"	"ID7"	250	"C"	3	250	3.00
"M009"	"ID8"	250	"A"	3	247	3.00
"M009"	"ID8"	250	"B"	4	247	4.00
"M009"	"ID8"	250	"C"	1	247	1.00
"M009"	"ID9"	250	"A"	2	249	2.00
"M009"	"ID9"	250	"B"	4	249	4.00
"M009"	"ID9"	250	"C"	1	249	1.00
