"Topic"	"Peer"	"Length"	"Evaluator"	"Grade"	"TrueLength"	"LengthAwareGrade"
"M003"	"ID2"	250	"B"	4	250	4.00
"M003"	"ID2"	250	"H"	2	250	2.00
"M003"	"ID3"	250	"A"	3	226	2.83
"M003"	"ID3"	250	"B"	4	226	3.77
"M003"	"ID3"	250	"H"	4	226	3.77
"M003"	"ID4"	250	"A"	1	245	1.00
"M003"	"ID4"	250	"B"	2	245	2.00
"M003"	"ID4"	250	"H"	1	245	1.00
"M003"	"ID7"	250	"A"	3	250	3.00
"M003"	"ID7"	250	"B"	3	250	3.00
"M003"	"ID7"	250	"H"	4	250	4.00
"M003"	"ID9"	250	"A"	4	249	4.00
"M003"	"ID9"	250	"B"	3	249	3.00
"M003"	"ID9"	250	"H"	1	249	1.00
"M004"	"ID1"	250	"A"	4	247	4.00
"M004"	"ID1"	250	"B"	4	247	4.00
"M004"	"ID1"	250	"F"	2	247	2.00
"M004"	"ID10"	250	"A"	3	241	3.00
"M004"	"ID10"	250	"B"	3	241	3.00
"M004"	"ID10"	250	"F"	3	241	3.00
"M004"	"ID2"	250	"A"	3	250	3.00
"M004"	"ID2"	250	"B"	3	250	3.00
"M004"	"ID2"	250	"F"	4	250	4.00
"M004"	"ID3"	250	"A"	4	229	3.82
"M004"	"ID3"	250	"B"	5	229	4.77
"M004"	"ID3"	250	"F"	2	229	1.91
"M004"	"ID4"	250	"A"	2	248	2.00
"M004"	"ID4"	250	"B"	3	248	3.00
"M004"	"ID4"	250	"F"	4	248	4.00
"M004"	"ID7"	250	"A"	3	250	3.00
"M004"	"ID7"	250	"B"	5	250	5.00
"M004"	"ID7"	250	"F"	1	250	1.00
"M004"	"ID9"	250	"A"	3	249	3.00
"M004"	"ID9"	250	"B"	3	249	3.00
"M004"	"ID9"	250	"F"	2	249	2.00
"M005"	"ID1"	250	"A"	4	250	4.00
"M005"	"ID1"	250	"B"	4	250	4.00
"M005"	"ID1"	250	"F"	5	250	5.00
"M005"	"ID10"	250	"A"	4	240	4.00
"M005"	"ID10"	250	"B"	4	240	4.00
"M005"	"ID10"	250	"F"	3	240	3.00
"M005"	"ID2"	250	"A"	4	248	4.00
"M005"	"ID2"	250	"B"	3	248	3.00
"M005"	"ID2"	250	"F"	3	248	3.00
"M005"	"ID3"	250	"A"	5	225	4.69
"M005"	"ID3"	250	"B"	4	225	3.75
"M005"	"ID3"	250	"F"	3	225	2.81
"M005"	"ID4"	250	"A"	3	249	3.00
"M005"	"ID4"	250	"B"	2	249	2.00
"M005"	"ID4"	250	"F"	4	249	4.00
"M005"	"ID7"	250	"A"	4	250	4.00
"M005"	"ID7"	250	"B"	2	250	2.00
"M005"	"ID7"	250	"F"	2	250	2.00
"M005"	"ID9"	250	"A"	4	250	4.00
"M005"	"ID9"	250	"B"	3	250	3.00
"M005"	"ID9"	250	"F"	4	250	4.00
"M006"	"ID1"	250	"A"	3	249	3.00
"M006"	"ID1"	250	"B"	2	249	2.00
"M006"	"ID1"	250	"G"	2	249	2.00
"M006"	"ID10"	250	"A"	5	240	5.00
"M006"	"ID10"	250	"B"	3	240	3.00
"M006"	"ID10"	250	"G"	3	240	3.00
"M006"	"ID2"	250	"A"	3	250	3.00
"M006"	"ID2"	250	"B"	2	250	2.00
"M006"	"ID2"	250	"G"	3	250	3.00
"M006"	"ID3"	250	"A"	4	219	3.65
"M006"	"ID3"	250	"B"	4	219	3.65
"M006"	"ID3"	250	"G"	4	219	3.65
"M006"	"ID4"	250	"A"	3	249	3.00
"M006"	"ID4"	250	"B"	1	249	1.00
"M006"	"ID4"	250	"G"	2	249	2.00
"M006"	"ID7"	250	"A"	3	250	3.00
"M006"	"ID7"	250	"B"	3	250	3.00
"M006"	"ID7"	250	"G"	4	250	4.00
"M006"	"ID9"	250	"A"	4	249	4.00
"M006"	"ID9"	250	"B"	4	249	4.00
"M006"	"ID9"	250	"G"	5	249	5.00
"M007"	"ID1"	250	"A"	4	250	4.00
"M007"	"ID1"	250	"B"	4	250	4.00
"M007"	"ID1"	250	"D"	5	250	5.00
"M007"	"ID10"	250	"A"	3	241	3.00
"M007"	"ID10"	250	"B"	2	241	2.00
"M007"	"ID10"	250	"D"	4	241	4.00
"M007"	"ID2"	250	"A"	3	247	3.00
"M007"	"ID2"	250	"B"	4	247	4.00
"M007"	"ID2"	250	"D"	5	247	5.00
"M007"	"ID3"	250	"A"	3	221	2.76
"M007"	"ID3"	250	"B"	5	221	4.60
"M007"	"ID3"	250	"D"	5	221	4.60
"M007"	"ID4"	250	"A"	4	249	4.00
"M007"	"ID4"	250	"B"	3	249	3.00
"M007"	"ID4"	250	"D"	2	249	2.00
"M007"	"ID7"	250	"A"	3	250	3.00
"M007"	"ID7"	250	"B"	3	250	3.00
"M007"	"ID7"	250	"D"	5	250	5.00
"M007"	"ID9"	250	"A"	3	249	3.00
"M007"	"ID9"	250	"B"	3	249	3.00
"M007"	"ID9"	250	"D"	4	249	4.00
"M008"	"ID1"	250	"A"	4	249	4.00
"M008"	"ID1"	250	"B"	3	249	3.00
"M008"	"ID1"	250	"D"	2	249	2.00
"M008"	"ID10"	250	"A"	4	243	4.00
"M008"	"ID10"	250	"B"	3	243	3.00
"M008"	"ID10"	250	"D"	3	243	3.00
"M008"	"ID2"	250	"A"	5	250	5.00
"M008"	"ID2"	250	"B"	2	250	2.00
"M008"	"ID2"	250	"D"	5	250	5.00
"M008"	"ID3"	250	"A"	4	215	3.58
"M008"	"ID3"	250	"B"	5	215	4.48
"M008"	"ID3"	250	"D"	4	215	3.58
"M008"	"ID4"	250	"A"	1	249	1.00
"M008"	"ID4"	250	"B"	1	249	1.00
"M008"	"ID4"	250	"D"	1	249	1.00
"M008"	"ID7"	250	"A"	4	250	4.00
"M008"	"ID7"	250	"B"	4	250	4.00
"M008"	"ID7"	250	"D"	4	250	4.00
"M008"	"ID9"	250	"A"	4	249	4.00
"M008"	"ID9"	250	"B"	3	249	3.00
"M008"	"ID9"	250	"D"	3	249	3.00
"M009"	"ID1"	250	"A"	3	249	3.00
"M009"	"ID1"	250	"B"	2	249	2.00
"M009"	"ID1"	250	"I"	3	249	3.00
"M009"	"ID10"	250	"A"	3	241	3.00
"M009"	"ID10"	250	"B"	2	241	2.00
"M009"	"ID10"	250	"I"	2	241	2.00
"M009"	"ID2"	250	"A"	4	250	4.00
"M009"	"ID2"	250	"B"	4	250	4.00
"M009"	"ID2"	250	"I"	2	250	2.00
"M009"	"ID3"	250	"A"	4	224	3.73
"M009"	"ID3"	250	"B"	4	224	3.73
"M009"	"ID3"	250	"I"	4	224	3.73
"M009"	"ID4"	250	"A"	3	246	3.00
"M009"	"ID4"	250	"B"	3	246	3.00
"M009"	"ID4"	250	"I"	1	246	1.00
"M009"	"ID7"	250	"A"	3	250	3.00
"M009"	"ID7"	250	"B"	2	250	2.00
"M009"	"ID7"	250	"I"	3	250	3.00
"M009"	"ID9"	250	"A"	3	250	3.00
"M009"	"ID9"	250	"B"	3	250	3.00
"M009"	"ID9"	250	"I"	2	250	2.00
