"Topic"	"Peer"	"Length"	"Evaluator"	"Grade"	"TrueLength"	"LengthAwareGrade"
"M005"	"ID4"	250	"T"	1	249	1.00
"M005"	"ID4"	250	"U"	1	249	1.00
"M005"	"ID4"	250	"V"	2	249	2.00
"M005"	"ID5"	250	"T"	3	220	2.75
"M005"	"ID5"	250	"U"	2	220	1.83
"M005"	"ID5"	250	"V"	3	220	2.75
"M005"	"ID6"	250	"T"	2	153	1.28
"M005"	"ID6"	250	"U"	3	153	1.91
"M005"	"ID6"	250	"V"	2	153	1.28
"M005"	"ID7"	250	"T"	3	250	3.00
"M005"	"ID7"	250	"U"	3	250	3.00
"M005"	"ID7"	250	"V"	2	250	2.00
"M005"	"ID9"	250	"T"	2	249	2.00
"M005"	"ID9"	250	"U"	2	249	2.00
"M005"	"ID9"	250	"V"	2	249	2.00
"M006"	"ID1"	250	"U"	2	250	2.00
"M006"	"ID1"	250	"V"	3	250	3.00
"M006"	"ID1"	250	"W"	2	250	2.00
"M006"	"ID10"	250	"U"	4	241	4.00
"M006"	"ID10"	250	"V"	3	241	3.00
"M006"	"ID10"	250	"W"	1	241	1.00
"M006"	"ID2"	250	"U"	3	247	3.00
"M006"	"ID2"	250	"V"	2	247	2.00
"M006"	"ID2"	250	"W"	2	247	2.00
"M006"	"ID3"	250	"U"	3	206	2.58
"M006"	"ID3"	250	"V"	3	206	2.58
"M006"	"ID3"	250	"W"	3	206	2.58
"M006"	"ID4"	250	"U"	1	247	1.00
"M006"	"ID4"	250	"V"	3	247	3.00
"M006"	"ID4"	250	"W"	3	247	3.00
"M006"	"ID5"	250	"U"	3	223	2.79
"M006"	"ID5"	250	"V"	3	223	2.79
"M006"	"ID5"	250	"W"	1	223	0.93
"M006"	"ID6"	250	"U"	2	193	1.61
"M006"	"ID6"	250	"V"	2	193	1.61
"M006"	"ID6"	250	"W"	2	193	1.61
"M006"	"ID7"	250	"U"	3	222	2.78
"M006"	"ID7"	250	"V"	3	222	2.78
"M006"	"ID7"	250	"W"	1	222	0.93
"M006"	"ID9"	250	"U"	2	249	2.00
"M006"	"ID9"	250	"V"	2	249	2.00
"M006"	"ID9"	250	"W"	2	249	2.00
"M007"	"ID1"	250	"V"	2	250	2.00
"M007"	"ID1"	250	"W"	2	250	2.00
"M007"	"ID1"	250	"X"	2	250	2.00
"M007"	"ID10"	250	"V"	3	241	3.00
"M007"	"ID10"	250	"W"	1	241	1.00
"M007"	"ID10"	250	"X"	1	241	1.00
"M007"	"ID2"	250	"V"	3	250	3.00
"M007"	"ID2"	250	"W"	3	250	3.00
"M007"	"ID2"	250	"X"	3	250	3.00
"M007"	"ID3"	250	"V"	4	217	3.62
"M007"	"ID3"	250	"W"	3	217	2.71
"M007"	"ID3"	250	"X"	3	217	2.71
"M007"	"ID4"	250	"V"	2	248	2.00
"M007"	"ID4"	250	"W"	1	248	1.00
"M007"	"ID4"	250	"X"	1	248	1.00
"M007"	"ID5"	250	"V"	2	219	1.83
"M007"	"ID5"	250	"W"	1	219	0.91
"M007"	"ID5"	250	"X"	1	219	0.91
"M007"	"ID6"	250	"V"	2	203	1.69
"M007"	"ID6"	250	"W"	3	203	2.54
"M007"	"ID6"	250	"X"	3	203	2.54
"M007"	"ID7"	250	"V"	2	250	2.00
"M007"	"ID7"	250	"W"	1	250	1.00
"M007"	"ID7"	250	"X"	2	250	2.00
"M007"	"ID9"	250	"V"	2	250	2.00
"M007"	"ID9"	250	"W"	2	250	2.00
"M007"	"ID9"	250	"X"	2	250	2.00
"M008"	"ID1"	250	"T"	2	250	2.00
"M008"	"ID1"	250	"W"	2	250	2.00
"M008"	"ID1"	250	"X"	2	250	2.00
"M008"	"ID10"	250	"T"	2	245	2.00
"M008"	"ID10"	250	"W"	1	245	1.00
"M008"	"ID10"	250	"X"	1	245	1.00
"M008"	"ID2"	250	"T"	2	250	2.00
"M008"	"ID2"	250	"W"	2	250	2.00
"M008"	"ID2"	250	"X"	2	250	2.00
"M008"	"ID3"	250	"T"	2	212	1.77
"M008"	"ID3"	250	"W"	3	212	2.65
"M008"	"ID3"	250	"X"	3	212	2.65
"M008"	"ID4"	250	"T"	1	248	1.00
"M008"	"ID4"	250	"W"	1	248	1.00
"M008"	"ID4"	250	"X"	1	248	1.00
"M008"	"ID5"	250	"T"	3	216	2.70
"M008"	"ID5"	250	"W"	2	216	1.80
"M008"	"ID5"	250	"X"	2	216	1.80
"M008"	"ID6"	250	"T"	2	180	1.50
"M008"	"ID6"	250	"W"	3	180	2.25
"M008"	"ID6"	250	"X"	3	180	2.25
"M008"	"ID7"	250	"T"	3	250	3.00
"M008"	"ID7"	250	"W"	2	250	2.00
"M008"	"ID7"	250	"X"	2	250	2.00
"M008"	"ID9"	250	"T"	2	249	2.00
"M008"	"ID9"	250	"W"	2	249	2.00
"M008"	"ID9"	250	"X"	2	249	2.00
"M009"	"ID1"	250	"T"	2	250	2.00
"M009"	"ID1"	250	"U"	2	250	2.00
"M009"	"ID1"	250	"X"	3	250	3.00
"M009"	"ID10"	250	"T"	3	242	3.00
"M009"	"ID10"	250	"U"	3	242	3.00
"M009"	"ID10"	250	"X"	1	242	1.00
"M009"	"ID2"	250	"T"	1	247	1.00
"M009"	"ID2"	250	"U"	1	247	1.00
"M009"	"ID2"	250	"X"	2	247	2.00
"M009"	"ID3"	250	"T"	4	211	3.52
"M009"	"ID3"	250	"U"	2	211	1.76
"M009"	"ID3"	250	"X"	3	211	2.64
"M009"	"ID4"	250	"T"	1	249	1.00
"M009"	"ID4"	250	"U"	1	249	1.00
"M009"	"ID4"	250	"X"	1	249	1.00
"M009"	"ID5"	250	"T"	2	169	1.41
"M009"	"ID5"	250	"U"	2	169	1.41
"M009"	"ID5"	250	"X"	2	169	1.41
"M009"	"ID6"	250	"T"	2	187	1.56
"M009"	"ID6"	250	"U"	2	187	1.56
"M009"	"ID6"	250	"X"	2	187	1.56
"M009"	"ID7"	250	"T"	2	250	2.00
"M009"	"ID7"	250	"U"	2	250	2.00
"M009"	"ID7"	250	"X"	2	250	2.00
"M009"	"ID9"	250	"T"	2	249	2.00
"M009"	"ID9"	250	"U"	2	249	2.00
"M009"	"ID9"	250	"X"	1	249	1.00
