"Topic"	"Peer"	"Length"	"Evaluator"	"Grade"	"TrueLength"	"LengthAwareGrade"
"M003"	"ID7"	250	"Y"	2	250	2.00
"M003"	"ID7"	250	"Z"	2	250	2.00
"M003"	"ID9"	250	"X"	2	249	2.00
"M003"	"ID9"	250	"Y"	2	249	2.00
"M003"	"ID9"	250	"Z"	2	249	2.00
"M004"	"ID1"	250	"X"	3	250	3.00
"M004"	"ID1"	250	"Y"	3	250	3.00
"M004"	"ID1"	250	"Z"	3	250	3.00
"M004"	"ID10"	250	"X"	2	243	2.00
"M004"	"ID10"	250	"Y"	2	243	2.00
"M004"	"ID10"	250	"Z"	2	243	2.00
"M004"	"ID2"	250	"X"	3	250	3.00
"M004"	"ID2"	250	"Y"	3	250	3.00
"M004"	"ID2"	250	"Z"	3	250	3.00
"M004"	"ID3"	250	"X"	3	211	2.64
"M004"	"ID3"	250	"Y"	2	211	1.76
"M004"	"ID3"	250	"Z"	2	211	1.76
"M004"	"ID4"	250	"X"	2	227	1.89
"M004"	"ID4"	250	"Y"	2	227	1.89
"M004"	"ID4"	250	"Z"	2	227	1.89
"M004"	"ID5"	250	"X"	3	218	2.73
"M004"	"ID5"	250	"Y"	2	218	1.82
"M004"	"ID5"	250	"Z"	2	218	1.82
"M004"	"ID6"	250	"X"	3	219	2.74
"M004"	"ID6"	250	"Y"	2	219	1.83
"M004"	"ID6"	250	"Z"	3	219	2.74
"M004"	"ID7"	250	"X"	2	223	1.86
"M004"	"ID7"	250	"Y"	1	223	0.93
"M004"	"ID7"	250	"Z"	1	223	0.93
"M004"	"ID9"	250	"X"	2	249	2.00
"M004"	"ID9"	250	"Y"	1	249	1.00
"M004"	"ID9"	250	"Z"	2	249	2.00
"M005"	"ID1"	250	"X"	3	250	3.00
"M005"	"ID1"	250	"Y"	3	250	3.00
"M005"	"ID1"	250	"Z"	3	250	3.00
"M005"	"ID10"	250	"X"	2	181	1.51
"M005"	"ID10"	250	"Y"	2	181	1.51
"M005"	"ID10"	250	"Z"	2	181	1.51
"M005"	"ID2"	250	"X"	3	247	3.00
"M005"	"ID2"	250	"Y"	3	247	3.00
"M005"	"ID2"	250	"Z"	3	247	3.00
"M005"	"ID3"	250	"X"	2	232	1.93
"M005"	"ID3"	250	"Y"	2	232	1.93
"M005"	"ID3"	250	"Z"	4	232	3.87
"M005"	"ID4"	250	"X"	2	243	2.00
"M005"	"ID4"	250	"Y"	1	243	1.00
"M005"	"ID4"	250	"Z"	4	243	4.00
"M005"	"ID5"	250	"X"	3	188	2.35
"M005"	"ID5"	250	"Y"	2	188	1.57
"M005"	"ID5"	250	"Z"	3	188	2.35
"M005"	"ID6"	250	"X"	2	191	1.59
"M005"	"ID6"	250	"Y"	2	191	1.59
"M005"	"ID6"	250	"Z"	2	191	1.59
"M005"	"ID7"	250	"X"	3	250	3.00
"M005"	"ID7"	250	"Y"	3	250	3.00
"M005"	"ID7"	250	"Z"	2	250	2.00
"M005"	"ID9"	250	"X"	2	249	2.00
"M005"	"ID9"	250	"Y"	1	249	1.00
"M005"	"ID9"	250	"Z"	2	249	2.00
"M006"	"ID1"	250	"X"	3	250	3.00
"M006"	"ID1"	250	"Y"	3	250	3.00
"M006"	"ID1"	250	"Z"	2	250	2.00
"M006"	"ID10"	250	"X"	2	242	2.00
"M006"	"ID10"	250	"Y"	2	242	2.00
"M006"	"ID10"	250	"Z"	2	242	2.00
"M006"	"ID2"	250	"X"	2	245	2.00
"M006"	"ID2"	250	"Y"	2	245	2.00
"M006"	"ID2"	250	"Z"	2	245	2.00
"M006"	"ID3"	250	"X"	3	210	2.63
"M006"	"ID3"	250	"Y"	3	210	2.63
"M006"	"ID3"	250	"Z"	4	210	3.50
"M006"	"ID4"	250	"X"	2	249	2.00
"M006"	"ID4"	250	"Y"	1	249	1.00
"M006"	"ID4"	250	"Z"	3	249	3.00
"M006"	"ID5"	250	"X"	2	230	1.92
"M006"	"ID5"	250	"Y"	3	230	2.88
"M006"	"ID5"	250	"Z"	1	230	0.96
"M006"	"ID6"	250	"X"	1	222	0.93
"M006"	"ID6"	250	"Y"	1	222	0.93
"M006"	"ID6"	250	"Z"	1	222	0.93
"M006"	"ID7"	250	"X"	1	250	1.00
"M006"	"ID7"	250	"Y"	2	250	2.00
"M006"	"ID7"	250	"Z"	1	250	1.00
"M006"	"ID9"	250	"X"	3	249	3.00
"M006"	"ID9"	250	"Y"	4	249	4.00
"M006"	"ID9"	250	"Z"	3	249	3.00
"M007"	"ID1"	250	"X"	3	249	3.00
"M007"	"ID1"	250	"Y"	3	249	3.00
"M007"	"ID1"	250	"Z"	4	249	4.00
"M007"	"ID10"	250	"X"	3	248	3.00
"M007"	"ID10"	250	"Y"	3	248	3.00
"M007"	"ID10"	250	"Z"	4	248	4.00
"M007"	"ID2"	250	"X"	3	244	3.00
"M007"	"ID2"	250	"Y"	4	244	4.00
"M007"	"ID2"	250	"Z"	3	244	3.00
"M007"	"ID3"	250	"X"	3	221	2.76
"M007"	"ID3"	250	"Y"	3	221	2.76
"M007"	"ID3"	250	"Z"	2	221	1.84
"M007"	"ID4"	250	"X"	1	91	0.38
"M007"	"ID4"	250	"Y"	1	91	0.38
"M007"	"ID4"	250	"Z"	1	91	0.38
"M007"	"ID5"	250	"X"	3	252	2.98
"M007"	"ID5"	250	"Y"	4	252	3.97
"M007"	"ID5"	250	"Z"	2	252	1.98
"M007"	"ID6"	250	"X"	2	239	1.99
"M007"	"ID6"	250	"Y"	1	239	1.00
"M007"	"ID6"	250	"Z"	3	239	2.99
"M007"	"ID7"	250	"X"	3	250	3.00
"M007"	"ID7"	250	"Y"	2	250	2.00
"M007"	"ID7"	250	"Z"	3	250	3.00
"M007"	"ID9"	250	"X"	1	249	1.00
"M007"	"ID9"	250	"Y"	2	249	2.00
"M007"	"ID9"	250	"Z"	1	249	1.00
"M008"	"ID1"	250	"X"	3	248	3.00
"M008"	"ID1"	250	"Y"	3	248	3.00
"M008"	"ID1"	250	"Z"	3	248	3.00
"M008"	"ID10"	250	"X"	1	248	1.00
"M008"	"ID10"	250	"Y"	2	248	2.00
"M008"	"ID10"	250	"Z"	1	248	1.00
"M008"	"ID2"	250	"X"	3	249	3.00
"M008"	"ID2"	250	"Y"	3	249	3.00
"M008"	"ID2"	250	"Z"	4	249	4.00
"M008"	"ID3"	250	"X"	2	209	1.74
"M008"	"ID3"	250	"Y"	2	209	1.74
"M008"	"ID3"	250	"Z"	2	209	1.74
"M008"	"ID4"	250	"X"	1	192	0.80
"M008"	"ID4"	250	"Y"	1	192	0.80
"M008"	"ID4"	250	"Z"	1	192	0.80
"M008"	"ID5"	250	"X"	4	234	3.90
"M008"	"ID5"	250	"Y"	3	234	2.93
"M008"	"ID5"	250	"Z"	4	234	3.90
"M008"	"ID6"	250	"X"	2	171	1.43
"M008"	"ID6"	250	"Y"	3	171	2.14
"M008"	"ID6"	250	"Z"	2	171	1.43
"M008"	"ID7"	250	"X"	2	250	2.00
"M008"	"ID7"	250	"Y"	2	250	2.00
"M008"	"ID7"	250	"Z"	2	250	2.00
"M008"	"ID9"	250	"X"	1	249	1.00
"M008"	"ID9"	250	"Y"	2	249	2.00
"M008"	"ID9"	250	"Z"	1	249	1.00
"M009"	"ID1"	250	"X"	1	249	1.00
"M009"	"ID1"	250	"Y"	1	249	1.00
"M009"	"ID1"	250	"Z"	1	249	1.00
"M009"	"ID10"	250	"X"	2	199	1.66
"M009"	"ID10"	250	"Y"	3	199	2.49
"M009"	"ID10"	250	"Z"	1	199	0.83
"M009"	"ID2"	250	"X"	2	249	2.00
"M009"	"ID2"	250	"Y"	1	249	1.00
"M009"	"ID2"	250	"Z"	2	249	2.00
"M009"	"ID3"	250	"X"	2	210	1.75
"M009"	"ID3"	250	"Y"	2	210	1.75
"M009"	"ID3"	250	"Z"	3	210	2.63
"M009"	"ID4"	250	"X"	0	0	0.00
"M009"	"ID4"	250	"Y"	0	0	0.00
"M009"	"ID4"	250	"Z"	0	0	0.00
"M009"	"ID5"	250	"X"	3	240	3.00
"M009"	"ID5"	250	"Y"	3	240	3.00
"M009"	"ID5"	250	"Z"	2	240	2.00
"M009"	"ID6"	250	"X"	1	181	0.75
"M009"	"ID6"	250	"Y"	2	181	1.51
"M009"	"ID6"	250	"Z"	1	181	0.75
"M009"	"ID7"	250	"X"	2	250	2.00
"M009"	"ID7"	250	"Y"	2	250	2.00
"M009"	"ID7"	250	"Z"	2	250	2.00
"M009"	"ID9"	250	"X"	2	249	2.00
"M009"	"ID9"	250	"Y"	2	249	2.00
"M009"	"ID9"	250	"Z"	2	249	2.00
