"Topic"	"Peer"	"Length"	"Evaluator"	"Grade"	"TrueLength"	"LengthAwareGrade"
"M006"	"ID1"	250	"Y"	4	248	4.00
"M006"	"ID1"	250	"Z"	4	248	4.00
"M006"	"ID10"	250	"X"	2	241	2.00
"M006"	"ID10"	250	"Y"	4	241	4.00
"M006"	"ID10"	250	"Z"	2	241	2.00
"M006"	"ID2"	250	"X"	4	250	4.00
"M006"	"ID2"	250	"Y"	2	250	2.00
"M006"	"ID2"	250	"Z"	3	250	3.00
"M006"	"ID3"	250	"X"	3	219	2.74
"M006"	"ID3"	250	"Y"	5	219	4.56
"M006"	"ID3"	250	"Z"	3	219	2.74
"M006"	"ID4"	250	"X"	5	247	5.00
"M006"	"ID4"	250	"Y"	4	247	4.00
"M006"	"ID4"	250	"Z"	1	247	1.00
"M006"	"ID6"	250	"X"	4	213	3.55
"M006"	"ID6"	250	"Y"	3	213	2.66
"M006"	"ID6"	250	"Z"	3	213	2.66
"M006"	"ID7"	250	"X"	2	250	2.00
"M006"	"ID7"	250	"Y"	4	250	4.00
"M006"	"ID7"	250	"Z"	3	250	3.00
"M006"	"ID8"	250	"X"	4	244	4.00
"M006"	"ID8"	250	"Y"	3	244	3.00
"M006"	"ID8"	250	"Z"	3	244	3.00
"M006"	"ID9"	250	"X"	4	249	4.00
"M006"	"ID9"	250	"Y"	3	249	3.00
"M006"	"ID9"	250	"Z"	5	249	5.00
"M007"	"ID1"	250	"X"	4	248	4.00
"M007"	"ID1"	250	"Y"	5	248	5.00
"M007"	"ID1"	250	"Z"	4	248	4.00
"M007"	"ID10"	250	"X"	2	246	2.00
"M007"	"ID10"	250	"Y"	3	246	3.00
"M007"	"ID10"	250	"Z"	3	246	3.00
"M007"	"ID2"	250	"X"	4	248	4.00
"M007"	"ID2"	250	"Y"	2	248	2.00
"M007"	"ID2"	250	"Z"	4	248	4.00
"M007"	"ID3"	250	"X"	4	226	3.77
"M007"	"ID3"	250	"Y"	5	226	4.71
"M007"	"ID3"	250	"Z"	3	226	2.83
"M007"	"ID4"	250	"X"	5	247	5.00
"M007"	"ID4"	250	"Y"	3	247	3.00
"M007"	"ID4"	250	"Z"	1	247	1.00
"M007"	"ID6"	250	"X"	3	234	2.93
"M007"	"ID6"	250	"Y"	2	234	1.95
"M007"	"ID6"	250	"Z"	5	234	4.88
"M007"	"ID7"	250	"X"	4	250	4.00
"M007"	"ID7"	250	"Y"	2	250	2.00
"M007"	"ID7"	250	"Z"	3	250	3.00
"M007"	"ID8"	250	"X"	3	239	2.99
"M007"	"ID8"	250	"Y"	2	239	1.99
"M007"	"ID8"	250	"Z"	4	239	3.98
"M007"	"ID9"	250	"X"	4	249	4.00
"M007"	"ID9"	250	"Y"	3	249	3.00
"M007"	"ID9"	250	"Z"	3	249	3.00
"M008"	"ID1"	250	"X"	3	245	3.00
"M008"	"ID1"	250	"Y"	3	245	3.00
"M008"	"ID1"	250	"Z"	3	245	3.00
"M008"	"ID10"	250	"X"	1	243	1.00
"M008"	"ID10"	250	"Y"	5	243	5.00
"M008"	"ID10"	250	"Z"	4	243	4.00
"M008"	"ID2"	250	"X"	4	247	4.00
"M008"	"ID2"	250	"Y"	2	247	2.00
"M008"	"ID2"	250	"Z"	4	247	4.00
"M008"	"ID3"	250	"X"	5	215	4.48
"M008"	"ID3"	250	"Y"	3	215	2.69
"M008"	"ID3"	250	"Z"	4	215	3.58
"M008"	"ID4"	250	"X"	3	253	2.96
"M008"	"ID4"	250	"Y"	3	253	2.96
"M008"	"ID4"	250	"Z"	2	253	1.98
"M008"	"ID6"	250	"X"	5	224	4.67
"M008"	"ID6"	250	"Y"	3	224	2.80
"M008"	"ID6"	250	"Z"	3	224	2.80
"M008"	"ID7"	250	"X"	5	250	5.00
"M008"	"ID7"	250	"Y"	4	250	4.00
"M008"	"ID7"	250	"Z"	3	250	3.00
"M008"	"ID8"	250	"X"	4	236	3.93
"M008"	"ID8"	250	"Y"	3	236	2.95
"M008"	"ID8"	250	"Z"	4	236	3.93
"M008"	"ID9"	250	"X"	3	248	3.00
"M008"	"ID9"	250	"Y"	4	248	4.00
"M008"	"ID9"	250	"Z"	3	248	3.00
"M009"	"ID1"	250	"X"	3	249	3.00
"M009"	"ID1"	250	"Y"	5	249	5.00
"M009"	"ID1"	250	"Z"	2	249	2.00
"M009"	"ID10"	250	"X"	3	249	3.00
"M009"	"ID10"	250	"Y"	3	249	3.00
"M009"	"ID10"	250	"Z"	2	249	2.00
"M009"	"ID2"	250	"X"	3	250	3.00
"M009"	"ID2"	250	"Y"	4	250	4.00
"M009"	"ID2"	250	"Z"	3	250	3.00
"M009"	"ID3"	250	"X"	1	230	0.96
"M009"	"ID3"	250	"Y"	4	230	3.83
"M009"	"ID3"	250	"Z"	3	230	2.88
"M009"	"ID4"	250	"X"	2	248	2.00
"M009"	"ID4"	250	"Y"	3	248	3.00
"M009"	"ID4"	250	"Z"	2	248	2.00
"M009"	"ID6"	250	"X"	5	210	4.38
"M009"	"ID6"	250	"Y"	4	210	3.50
"M009"	"ID6"	250	"Z"	4	210	3.50
"M009"	"ID7"	250	"X"	4	250	4.00
"M009"	"ID7"	250	"Y"	3	250	3.00
"M009"	"ID7"	250	"Z"	3	250	3.00
"M009"	"ID8"	250	"X"	4	238	3.97
"M009"	"ID8"	250	"Y"	4	238	3.97
"M009"	"ID8"	250	"Z"	5	238	4.96
"M009"	"ID9"	250	"X"	4	249	4.00
"M009"	"ID9"	250	"Y"	3	249	3.00
"M009"	"ID9"	250	"Z"	4	249	4.00
